"Customer Loyalty ID","Gender","Geographic Region","Loyalty Status","Neigborhood Cluster-55 Level","Neighborhood Cluster-7 Level","Television Region","Affluence Grade","Age","Frequency","Frequency Percent","Loyalty Card Tenure","Organics Purchase Count","Organics Purchase Indicator","Total Spend"
"0042861995","F","South East","Gold","25","C","London","4","74","1","0.00%","11","0","0","10500"
"0042865540","U","North","Silver","12","B","Yorkshire","8","61","1","0.00%","10","0","0","600"
"0042871788","F","Scottish","Silver","27","D","Border",".","53","1","0.00%","5","0","0","1000.01"
"0042872814","F","North","Tin","27","D","Yorkshire","7","30","1","0.00%",".","1","1","0.01"
"0042873330","F","North","Gold","08","B","N West","15","25","1","0.00%","1","2","1","6000"
"0042875368","","Midlands","Gold","12","B","East","4","53","1","0.00%","4","0","0","10000"
"0042876895","F","North","Silver","20","C","N East","10","68","1","0.00%","4","0","0","1000"
"0042880043","F","South East","Tin","25","C","London","10","52","1","0.00%","8","0","0","0.01"
"0042882194","M","Midlands","Tin","55","U","Midlands","9","36","1","0.00%","6","0","0","0.01"
"0042882690","","Scottish","Gold","03","A","C Scotland","13","62","1","0.00%","4","0","0","6053.34"
"0042884243","","South East","Tin","33","D","S & S East","5","57","1","0.00%","8","0","0","0.01"
"0042886858","F","Midlands","Tin","34","D","Midlands","8","47","1","0.00%","8","0","0","0.01"
"0042890421","F","Midlands","Silver","15","B","East",".","71","1","0.00%","8","0","0","1500"
"0042891959","M","Midlands","Silver","25","C","Midlands","7","33","1","0.00%","6","0","0","480"
"0042894028","M","North","Gold","37","E","N East","3","57","1","0.00%","5","0","0","12030.23"
"0042897639","F","Midlands","Gold","24","C","East","10","70","1","0.00%","4","1","1","6053.34"
"0042900680","F","Midlands","Tin","50","F","Midlands","5","64","1","0.00%","8","0","0","0.01"
"0042902756","F","South East","Silver","54","F","S & S East",".","37","1","0.00%","8","0","0","3800"
"0042903523","F","Midlands","Silver","23","C","Wales & West","9","57","1","0.00%","3","0","0","1000"
"0042905844","F","South East","Gold","22","C","London",".",".","1","0.00%","8","0","0","6052.65"
"0042910007","F","South East","Platinum","18","C","S & S East","7","69","1","0.00%","7","0","0","24106.7"
"0042911038","U","South East","Gold","21","C","London","10","44","1","0.00%","26","0","0","7000"
"0042913570","M","South East","Silver","10","B","London","10","50","1","0.00%","1","0","0","1000"
"0042919896","","South East","Gold","35","D","London","8","49","1","0.00%","8","0","0","11000.01"
"0042921424","U","North","Silver","22","C","N East",".","49","1","0.00%","9","0","0","2600"
"0042924024","F","Midlands","Silver","45","E","Midlands","9","68","1","0.00%","9","0","0","3000"
"0042926043","","South East","Silver","02","A","London","11",".","1","0.00%","9","0","0","50"
"0042926566","F","North","Silver","","","N West","9","44","1","0.00%","7","1","1","1200"
"0042927600","F","Scottish","Tin","19","C","Border","8","39","1","0.00%","5","0","0","0.01"
"0042931179","U","South East","Gold","27","D","London",".","45","1","0.00%","5","0","0","6118"
"0042931675","F","Midlands","Tin","15","B","Wales & West","11","56","1","0.00%","4","1","1","0.01"
"0042935310","F","North","Gold","49","F","Yorkshire","8","52","1","0.00%","1","0","0","6000"
"0042940470","U","Midlands","Silver","","","Wales & West","7",".","1","0.00%","1","0","0","2000"
"0042948080","F","Midlands","Tin","02","A","Wales & West","6",".","1","0.00%","4","0","0","0.01"
"0042953733","M","Scottish","Tin","18","C","C Scotland","12","59","1","0.00%","5","0","0","0.01"
"0042955752","F","North","Silver","16","C","N West","3","47","1","0.00%","7","0","0","2000"
"0042960047","F","Midlands","Silver","24","C","Wales & West","8","56","1","0.00%","2","0","0","1000"
"0042962120","F","South East","Gold","12","B","S & S East","6","65","1","0.00%","6","0","0","17053.35"
"0042963135","","Midlands","Tin","31","D","Midlands","9","36","1","0.00%","4","1","1","0.01"
"0042964204","M","Midlands","Tin","19","C","Midlands","2","53","1","0.00%","4","0","0","0.01"
"0042969508","M","South East","Silver","23","C","S & S East","15","61","1","0.00%","8","0","0","3000.01"
"0042971090","","South East","Gold","18","C","S & S East","10","65","1","0.00%","2","0","0","6000"
"0042976253","F","North","Tin","33","D","N West","11","63","1","0.00%","7","0","0","0.01"
"0042977330","F","South East","Gold","24","C","London","10","52","1","0.00%","8","0","0","6105.32"
"0042978957","","Midlands","Silver","37","E","Midlands","5","42","1","0.00%","8","0","0","2000"
"0042979520","M","North","Tin","44","E","N West",".",".","1","0.00%","4","1","1","0.01"
"0042981699","M","","Platinum","34","D","","9","69","1","0.00%","3","0","0","20350.98"
"0042982830","F","North","Tin","35","D","N West","6",".","1","0.00%","9","1","1","0.01"
"0042989770","F","North","Silver","18","C","N East","4","65","1","0.00%","2","0","0","1500"
"0042995681","U","North","Silver","08","B","N West","8","51","1","0.00%","14","0","0","75"
"0042997870","F","Midlands","Tin","47","F","Midlands","9","39","1","0.00%","5","1","1","0.01"
"0042999431","F","Scottish","Tin","11","B","N Scot","12","53","1","0.00%","7","1","1","0.01"
"0043001027","U","North","Tin","35","D","Yorkshire","4","49","1","0.00%","5","0","0","0.01"
"0043008188","M","South East","Silver","19","C","S & S East","5","77","1","0.00%","26","1","1","4125.19"
"0043011090","F","South East","Platinum","37","E","London","8","60","1","0.00%","11","1","1","22400.34"
"0043015230","F","South East","Silver","38","E","London","13","29","1","0.00%","8","1","1","550"
"0043021028","M","Midlands","Silver","27","D","Midlands",".",".","1","0.00%","8","0","0","600"
"0043033328","","Midlands","Silver","25","C","Wales & West","4","47","1","0.00%","8","0","0","50.01"
"0043035550","M","Scottish","Gold","04","A","C Scotland","6","44","1","0.00%","5","0","0","6000"
"0043038133","F","Midlands","Silver","51","F","Midlands","9","70","1","0.00%","5","0","0","1500"
"0043038656","F","South East","Gold","12","B","S & S East","8","60","1","0.00%","2","0","0","12000"
"0043039660","F","South East","Gold","04","A","London","5","46","1","0.00%","5","0","0","7910"
"0043043781","F","Midlands","Silver","23","C","Wales & West","16","39","1","0.00%","11","2","1","500"
"0043044206","M","Midlands","Silver","38","E","East","10","37","1","0.00%","8","1","1","100"
"0043047361","M","South East","Platinum","31","D","London","9","60","1","0.00%","3","0","0","20161.21"
"0043051008","F","South East","Gold","53","F","London","6","78","1","0.00%","2","0","0","10590.28"
"0043056204","U","Midlands","Gold","14","B","Midlands","12","46","1","0.00%","2","0","0","12000"
"0043059394","F","Scottish","Tin","34","D","C Scotland","7","47","1","0.00%","5","0","0","0.01"
"0043060414","F","South East","Silver","09","B","London","8","54","1","0.00%","8","0","0","2000"
"0043063138","M","Midlands","Tin","22","C","Midlands","7","36","1","0.00%","7","0","0","0.01"
"0043065238","M","Midlands","Silver","33","D","Wales & West","12","46","1","0.00%","5","0","0","1250"
"0043075098","M","South East","Silver","04","A","London","8","53","1","0.00%","7","0","0","1500"
"0043078771","F","South East","Tin","38","E","London","9","31","1","0.00%","4","0","0","0.01"
"0043081888","F","North","Gold","18","C","Yorkshire","18","51","1","0.00%","4","0","0","11500"
"0043082450","F","Midlands","Silver","27","D","Wales & West","12","41","1","0.00%","10","1","1","1500"
"0043085638","F","North","Tin","22","C","Yorkshire","20","35","1","0.00%","9","2","1","0.01"
"0043094360","M","North","Silver","34","D","N West","4","39","1","0.00%","9","0","0","3000"
"0043095919","F","Midlands","Gold","","","Ulster","5","26","1","0.00%","2","1","1","6000"
"0043097482","M","South East","Platinum","29","D","London","13","44","1","0.00%","7","1","1","24105.33"
"0043103300","F","South East","Tin","53","F","London","8","43","1","0.00%","5","1","1","0.01"
"0043107518","F","South East","Gold","09","B","London","12","28","1","0.00%","1","1","1","12100"
"0043110209","F","South East","Silver","22","C","London","8","75","1","0.00%","15","0","0","1000"
"0043117050","M","Midlands","Silver","01","A","Midlands","8","68","1","0.00%","1","0","0","500"
"0043122800","F","Midlands","Tin","","","Wales & West","9","39","1","0.00%","4","1","1","0.01"
"0043123327","F","Midlands","Gold","19","C","Midlands","10",".","1","0.00%","11","1","1","6500"
"0043125400","","South East","Gold","27","D","London","10","71","1","0.00%","4","0","0","16107.64"
"0043130110","M","Midlands","Tin","34","D","Midlands","10","46","1","0.00%","5","0","0","0.01"
"0043132270","F","Midlands","Silver","51","F","Midlands","9","33","1","0.00%","9","1","1","720"
"0043133780","F","South West","Tin","55","U","S West","8","37","1","0.00%","7","1","1","0.01"
"0043134957","M","Scottish","Gold","32","D","N Scot","11","49","1","0.00%","8","1","1","7500"
"0043139711","U","South East","Platinum","30","D","S & S East","10","77","1","0.00%","18","0","0","37052.66"
"0043141341","M","South West","Silver","45","E","S West","3","34","1","0.00%","3","0","0","1500"
"0043142410","M","South West","Silver","11","B","S West","5","64","1","0.00%","2","0","0","3000"
"0043143450","","South East","Tin","10","B","London","8","34","1","0.00%","7","0","0","0.01"
"0043144537","","North","Silver","44","E","Yorkshire","13","79","1","0.00%","5","0","0","1000"
"0043146114","M","North","Tin","44","E","N West","9",".","1","0.00%","5","1","1","0.01"
"0043152815","","South East","Silver","24","C","London","5","57","1","0.00%","16","0","0","3000"
"0043161598","F","South East","Silver","37","E","London","8","48","1","0.00%","5","0","0","420"
"0043166891","M","Midlands","Silver","15","B","East","15","47","1","0.00%","1","0","0","4000"
"0043169335","","South East","Silver","19","C","S & S East","8","56","1","0.00%","8","0","0","0.02"
"0043175181","F","Midlands","Tin","28","D","Wales & West","13","36","1","0.00%","8","1","1","0.01"
"0043178725","U","South East","Gold","01","A","London","4","63","1","0.00%","6","0","0","12106.7"
"0043179241","U","South East","Silver","","","London","12","54","1","0.00%","6","0","0","3000"
"0043184458","","South East","Silver","12","B","S & S East","11","69","1","0.00%","5","0","0","3443.18"
"0043189174","M","Midlands","Tin","22","C","East","4","47","1","0.00%","5","1","1","0.01"
"0043192396","M","Midlands","Tin","17","C","Midlands","5","38","1","0.00%","8","1","1","0.01"
"0043194097","","Midlands","Gold","52","F","Midlands","11","63","1","0.00%","17","0","0","6000"
"0043198815","F","Midlands","Tin","18","C","East","9","60","1","0.00%","5","1","1","0.01"
"0043200739","U","South East","Silver","52","F","London","6","52","1","0.00%","8","0","0","1000"
"0043200895","M","Midlands","Gold","12","B","Midlands","10","67","1","0.00%","2","0","0","6000"
"0043201948","F","Midlands","Silver","","","Ulster","7","79","1","0.00%","12","1","1","3050"
"0043207342","F","Midlands","Silver","37","E","Wales & West","6","76","1","0.00%","18","0","0","1750"
"0043208390","F","Midlands","Tin","51","F","Midlands","7","51","1","0.00%","4","1","1","0.01"
"0043209418","M","South West","Silver","53","F","S West","7","58","1","0.00%","4","0","0","600"
"0043211510","F","South East","Silver","08","B","S & S East","5","42","1","0.00%","1","0","0","2000"
"0043212516","F","North","Tin","30","D","N West","8","47","1","0.00%","4","0","0","0.01"
"0043217232","F","Scottish","Silver","25","C","N Scot","8","53","1","0.00%","9","1","1","1000"
"0043227068","U","South East","Gold","04","A","London","8","54","1","0.00%","3","0","0","12000"
"0043235176","U","Midlands","Tin","37","E","Midlands","3",".","1","0.00%",".","0","0","0.01"
"0043240889","U","Midlands","Silver","12","B","Midlands","6","65","1","0.00%","2","0","0","3000"
"0043244965","M","South East","Silver","10","B","London","9","70","1","0.00%","0","0","0","3000"
"0043248561","F","South East","Gold","44","E","London","18","49","1","0.00%","8","2","1","10880.5"
"0043253808","M","Scottish","Silver","16","C","C Scotland","10","76","1","0.00%","33","0","0","1000"
"0043254804","M","South West","Gold","02","A","S West","11","75","1","0.00%","14","0","0","16919.71"
"0043256386","F","Scottish","Silver","49","F","Border","9",".","1","0.00%","3","1","1","3000"
"0043257390","F","Midlands","Tin","37","E","Wales & West","8","45","1","0.00%","5","0","0","0.01"
"0043258966","M","South East","Silver","31","D","London","7","61","1","0.00%","2","1","1","3000"
"0043264109","F","North","Tin","38","E","N East",".","50","1","0.00%","4","0","0","0.01"
"0043266179","","","Tin","","","","7","41","1","0.00%","7","0","0","0.01"
"0043266691","F","Midlands","Silver","19","C","Midlands","7","62","1","0.00%","6","0","0","2500"
"0043269364","M","South East","Tin","08","B","S & S East","4",".","1","0.00%","5","0","0","0.01"
"0043272446","F","Midlands","Silver","51","F","Midlands","2","40","1","0.00%","5","0","0","2100.01"
"0043273485","F","Scottish","Silver","22","C","C Scotland","8","63","1","0.00%","17","0","0","200"
"0043273990","F","Midlands","Silver","32","D","East","7","75","1","0.00%","18","0","0","5000"
"0043276549","F","South East","Tin","46","F","S & S East","7","48","1","0.00%","10","0","0","0.01"
"0043277553","F","South East","Tin","20","C","London","1","37","1","0.00%","7","0","0","0.01"
"0043279572","F","South East","Gold","02","A","London","8","72","1","0.00%","31","0","0","10958.49"
"0043281135","F","South East","Tin","30","D","S & S East","10","44","1","0.00%","6","0","0","0.01"
"0043284703","F","North","Silver","22","C","N East","7","55","1","0.00%","9","0","0","3100"
"0043287214","M","Midlands","Silver","35","D","Midlands","6","60","1","0.00%","9","0","0","850"
"0043290800","M","South East","Silver","26","C","London","8","34","1","0.00%","8","1","1","420"
"0043293362","M","North","Gold","52","F","N East",".","66","1","0.00%","3","0","0","19207.84"
"0043294890","F","Midlands","Silver","","","Ulster","10","33","1","0.00%","11","1","1","4000"
"0043297430","F","North","Gold","47","F","Yorkshire","8","61","1","0.00%","1","1","1","6000"
"0043298470","U","Midlands","Silver","19","C","Midlands","7",".","1","0.00%","11","0","0","3000"
"0043299492","F","Midlands","Silver","11","B","Wales & West","8","49","1","0.00%","2","0","0","5000"
"0043299999","","South East","Tin","28","D","London",".","42","1","0.00%","5","0","0","0.01"
"0043304240","M","South East","Gold","25","C","London","7","41","1","0.00%","5","0","0","6000"
"0043305255","U","Midlands","Tin","22","C","Midlands","12","53","1","0.00%","7","1","1","0.01"
"0043311034","F","South East","Silver","41","E","London","12","57","1","0.00%","6","0","0","3050.12"
"0043312642","M","Midlands","Tin","","","Wales & West","8","34","1","0.00%","4","1","1","0.01"
"0043314181","M","South East","Tin","28","D","London","4","49","1","0.00%","5","0","0","0.01"
"0043315200","F","South East","Silver","04","A","S & S East","15","76","1","0.00%","4","0","0","5000"
"0043318810","","Midlands","Silver","24","C","East","5","66","1","0.00%","9","0","0","2000"
"0043319841","","South East","Gold","04","A","London","6","74","1","0.00%","8","0","0","19935.93"
"0043320343","M","Scottish","Tin","38","E","C Scotland","10","65","1","0.00%","5","0","0","0.01"
"0043321854","F","North","Tin","16","C","N West","9","39","1","0.00%","5","1","1","0.01"
"0043324993","F","Midlands","Tin","18","C","Midlands","8","63","1","0.00%","8","0","0","0.01"
"0043331078","","Midlands","Gold","55","U","East","7","76","1","0.00%","21","0","0","6000"
"0043332600","M","South East","Gold","24","C","S & S East","11","65","1","0.00%","4","0","0","10000"
"0043337190","M","Midlands","Silver","27","D","Midlands","5","52","1","0.00%","9","0","0","0.02"
"0043340255","F","South East","Silver","19","C","London","2","38","1","0.00%","2","0","0","1250"
"0043345346","M","North","Gold","03","A","Yorkshire","8","46","1","0.00%","1","0","0","6000"
"0043349970","F","Midlands","Gold","38","E","Midlands","8","36","1","0.00%","1","1","1","6000"
"0043356798","F","South East","Gold","27","D","London","7","69","1","0.00%","7","1","1","18140.78"
"0043360876","","South East","Gold","20","C","London","6","59","1","0.00%","10","0","0","6053.35"
"0043362895","M","Midlands","Gold","06","B","Wales & West","5","45","1","0.00%","6","0","0","6000"
"0043373080","F","North","Tin","10","B","N West","14",".","1","0.00%","7","1","1","0.01"
"0043373595","F","South West","Tin","06","B","S West","4","65","1","0.00%","8","0","0","0.01"
"0043376730","F","Midlands","Gold","15","B","Midlands","7","44","1","0.00%","5","1","1","9106.7"
"0043377752","F","South East","Gold","28","D","London","14","30","1","0.00%","5","0","0","7300"
"0043378279","U","North","Gold","05","B","N West","11","62","1","0.00%","2","0","0","6000"
"0043386492","F","Midlands","Gold","38","E","East","8","59","1","0.00%","9","0","0","7600"
"0043388096","F","North","Tin","40","E","N West","13","33","1","0.00%","5","1","1","0.01"
"0043389130","M","South West","Silver","35","D","S West","5","35","1","0.00%","2","0","0","600"
"0043389653","M","Midlands","Gold","30","D","East","8","52","1","0.00%","5","0","0","6000"
"0043397524","F","Midlands","Silver","19","C","Midlands","6","18","1","0.00%","2","0","0","3000"
"0043398520","","South East","Silver","36","E","London","5",".","1","0.00%","4","0","0","3000"
"0043402684","","North","Tin","22","C","N West","12","59","1","0.00%","5","0","0","0.01"
"0043403206","M","Midlands","Gold","53","F","Wales & West","7","51","1","0.00%","5","0","0","6000"
"0043404237","F","Midlands","Gold","12","B","Midlands","9","77","1","0.00%","3","0","0","18000"
"0043415042","","South East","Silver","02","A","London",".","72","1","0.00%","8","0","0","3000"
"0043416596","M","South East","Silver","19","C","S & S East","12","41","1","0.00%","5","0","0","1000"
"0043419129","F","South East","Silver","44","E","London","11","56","1","0.00%","9","0","0","500"
"0043422235","F","North","Silver","24","C","Yorkshire","7","70","1","0.00%","7","1","1","2500"
"0043424807","F","South East","Silver","25","C","London","3","66","1","0.00%","8","0","0","3000"
"0043426818","M","North","Silver","06","B","N West","10","49","1","0.00%","3","0","0","3000"
"0043427326","F","Midlands","Tin","38","E","Midlands","7","33","1","0.00%","4","0","0","0.01"
"0043435558","F","South East","Tin","08","B","London","8","46","1","0.00%",".","1","1","0.01"
"0043436643","M","South East","Tin","14","B","S & S East","10","31","1","0.00%","4","1","1","0.01"
"0043438190","F","South East","Silver","29","D","London","15","57","1","0.00%","3","0","0","1143.6"
"0043447521","M","South East","Gold","18","C","London",".","64","1","0.00%","1","0","0","6000"
"0043450069","","South East","Silver","19","C","London","11","51","1","0.00%","1","0","0","1200"
"0043451103","F","South East","Silver","01","A","London","7","40","1","0.00%","5","0","0","1000"
"0043452649","F","North","Gold","32","D","Yorkshire","20","55","1","0.00%","11","1","1","5997.7"
"0043454170","F","North","Silver","35","D","Yorkshire","8","42","1","0.00%","11","1","1","1020"
"0043455702","M","North","Tin","15","B","N East","11","50","1","0.00%","8","2","1","0.01"
"0043458833","U","Midlands","Gold","02","A","Wales & West","11","68","1","0.00%","11","0","0","15000"
"0043463560","F","South East","Tin","52","F","London","9",".","1","0.00%","5","1","1","0.01"
"0043465619","F","North","Gold","27","D","Yorkshire","7","51","1","0.00%","1","0","0","10000"
"0043466674","M","","Silver","24","C","","9","36","1","0.00%","5","0","0","3400"
"0043468227","M","North","Gold","22","C","Yorkshire","7",".","1","0.00%","2","0","0","6000"
"0043476491","M","Midlands","Silver","32","D","Midlands","10","62","1","0.00%","11","0","0","1521.11"
"0043478060","F","North","Gold","35","D","N West","9","58","1","0.00%","3","2","1","10000"
"0043482211","M","Midlands","Silver","20","C","Midlands","8","65","1","0.00%","5","0","0","1411.23"
"0043484362","M","South East","Silver","37","E","London","5","33","1","0.00%","3","0","0","313.8"
"0043485652","F","Midlands","Platinum","47","F","Midlands","14","75","1","0.00%","4","1","1","30000"
"0043485938","F","North","Silver","10","B","N East","13","44","1","0.00%","8","1","1","800"
"0043486462","F","Midlands","Silver","53","F","Midlands","10","56","1","0.00%","8","2","1","1000"
"0043490109","M","South East","Silver","50","F","S & S East","12","37","1","0.00%","1","1","1","1200"
"0043498800","M","Midlands","Gold","34","D","Midlands",".","72","1","0.00%","8","0","0","6000"
"0043499335","M","Scottish","Silver","04","A","C Scotland","6","70","1","0.00%","7","0","0","3000"
"0043503561","M","South East","Gold","35","D","London","8","52","1","0.00%","2","0","0","18000"
"0043504606","F","South East","Silver","04","A","London","2","50","1","0.00%","2","0","0","2000"
"0043505629","F","South West","Silver","46","F","S West","6","44","1","0.00%","8","0","0","0.02"
"0043508652","M","South East","Tin","25","C","London","7",".","1","0.00%","4","0","0","0.01"
"0043509160","","Midlands","Silver","24","C","Midlands","6","71","1","0.00%","8","0","0","4000"
"0043510690","","South East","Gold","46","F","S & S East","9","66","1","0.00%","7","0","0","17860.04"
"0043511190","M","North","Tin","32","D","N West","9","40","1","0.00%","5","0","0","0.01"
"0043511700","F","Midlands","Silver","14","B","Midlands","11","41","1","0.00%","1","2","1","500"
"0043512781","F","Scottish","Gold","35","D","Border","11","53","1","0.00%","14","0","0","6000"
"0043513303","F","Midlands","Gold","15","B","Wales & West","8","77","1","0.00%","2","0","0","6000"
"0043515446","F","North","Silver","47","F","N West","4","51","1","0.00%","10","0","0","3050"
"0043521187","M","North","Tin","40","E","N East","7","32","1","0.00%","4","1","1","0.01"
"0043522213","F","Scottish","Silver","53","F","C Scotland","12","51","1","0.00%","9","0","0","300"
"0043524240","M","Midlands","Silver","53","F","East","6","38","1","0.00%","9","0","0","600"
"0043526766","M","Midlands","Tin","47","F","East",".","59","1","0.00%","5","0","0","0.01"
"0043527800","F","Midlands","Silver","33","D","Midlands","6","34","1","0.00%","5","1","1","480"
"0043530372","F","","Tin","24","C","","9","42","1","0.00%","9","0","0","0.01"
"0043537024","M","South East","Silver","","","S & S East","5","66","1","0.00%","16","0","0","5000"
"0043537520","U","South East","Gold","03","A","London","14",".","1","0.00%","8","0","0","13989.57"
"0043540564","M","North","Tin","27","D","Yorkshire","11","62","1","0.00%","8","0","0","0.01"
"0043541064","F","North","Tin","51","F","N West","13","28","1","0.00%","8","1","1","0.01"
"0043541579","F","South East","Gold","11","B","S & S East","8","77","1","0.00%","6","1","1","7000"
"0043545086","","South East","Silver","01","A","London","8","73","1","0.00%","8","0","0","4884.25"
"0043556525","M","South East","Gold","14","B","London","11","61","1","0.00%","6","0","0","9800"
"0043557521","F","North","Platinum","14","B","N West","11","67","1","0.00%","11","0","0","20333.63"
"0043561561","F","South East","Tin","14","B","S & S East","9","51","1","0.00%","8","0","0","0.01"
"0043563637","M","North","Tin","37","E","Yorkshire","4","45","1","0.00%","4","0","0","0.01"
"0043566687","M","South East","Silver","12","B","London","7","45","1","0.00%","4","0","0","840"
"0043567187","M","Midlands","Gold","02","A","Midlands","8","64","1","0.00%","4","0","0","6000"
"0043569180","F","Midlands","Silver","53","F","East","10","38","1","0.00%","8","1","1","285.01"
"0043573292","F","South East","Silver","06","B","S & S East","7","73","1","0.00%","8","0","0","4884.25"
"0043576348","M","Midlands","Tin","50","F","East","6","45","1","0.00%","4","0","0","0.01"
"0043576887","U","Midlands","Gold","52","F","East","15","55","1","0.00%","7","0","0","10853.35"
"0043580469","F","Midlands","Silver","19","C","Midlands","9","69","1","0.00%","2","1","1","3000"
"0043583522","M","Midlands","Tin","","","Wales & West","5","50","1","0.00%","5","0","0","0.01"
"0043586645","F","South East","Silver","52","F","London","7","64","1","0.00%","10","0","0","3420"
"0043589717","F","North","Silver","47","F","N East","4","58","1","0.00%","9","0","0","1000"
"0043595270","F","Midlands","Silver","08","B","Midlands","7","35","1","0.00%","4","0","0","600"
"0043597930","F","South East","Tin","52","F","London","12","33","1","0.00%","4","1","1","0.01"
"0043603655","F","North","Tin","52","F","N West","7","49","1","0.00%","4","0","0","0.01"
"0043604163","F","North","Silver","16","C","N West","9","65","1","0.00%","12","0","0","4490.6"
"0043604716","F","South East","Silver","48","F","London","4","56","1","0.00%","5","0","0","2500"
"0043606816","","Midlands","Silver","27","D","Wales & West",".","43","1","0.00%","12","0","0","420"
"0043607391","F","South East","Silver","03","A","London",".","55","1","0.00%","1","0","0","2000"
"0043607928","","Midlands","Gold","51","F","Midlands","6","70","1","0.00%","3","0","0","19705.03"
"0043611011","M","South East","Silver","19","C","London","15","72","1","0.00%","4","0","0","2200"
"0043611526","","South East","Gold","12","B","London","5",".","1","0.00%","11","0","0","7653"
"0043614134","F","Midlands","Gold","19","C","East","16","41","1","0.00%","1","2","1","6000"
"0043615165","F","North","Gold","52","F","N East","12","65","1","0.00%","7","0","0","6105.32"
"0043619772","","Scottish","Gold","10","B","C Scotland","3","60","1","0.00%","4","0","0","6107.64"
"0043623818","M","South East","Gold","21","C","London","9","62","1","0.00%","11","0","0","6105.32"
"0043624318","","Midlands","Gold","14","B","Wales & West","5","53","1","0.00%","6","0","0","6000"
"0043624369","U","South East","Gold","24","C","S & S East","11","50","1","0.00%","1","0","0","7000"
"0043625870","","South East","Tin","31","D","London","9","38","1","0.00%","5","1","1","0.01"
"0043629484","M","Midlands","Silver","53","F","Midlands","7","52","1","0.00%","4","0","0","600"
"0043631497","M","South East","Tin","42","E","S & S East","5","43","1","0.00%","4","0","0","0.01"
"0043632000","F","Midlands","Silver","04","A","Midlands","10","61","1","0.00%","8","0","0","3000"
"0043634070","F","North","Silver","32","D","N West","7","37","1","0.00%","5","0","0","720"
"0043634615","U","South East","Gold","26","C","London","12","78","1","0.00%","5","0","0","6000"
"0043638238","F","South East","Silver","37","E","S & S East","10","79","1","0.00%","8","0","0","3600.01"
"0043641352","F","Midlands","Silver","29","D","East","8","47","1","0.00%","5","1","1","1000"
"0043643967","F","North","Tin","16","C","N West","10","34","1","0.00%","4","2","1","0.01"
"0043645544","F","Midlands","Silver","","","Ulster","6","52","1","0.00%","4","0","0","5000"
"0043646044","M","Midlands","Silver","","","Ulster","8","38","1","0.00%","9","0","0","300"
"0043648128","","Scottish","Tin","01","A","C Scotland","11","54","1","0.00%","5","0","0","0.01"
"0043649167","M","South East","Gold","26","C","London","3","55","1","0.00%","2","0","0","6000"
"0043650173","F","South East","Gold","08","B","London","8","78","1","0.00%","9","0","0","12107.64"
"0043660110","F","South East","Gold","27","D","S & S East","7","56","1","0.00%",".","0","0","10000"
"0043662708","F","South East","Silver","29","D","London","11","44","1","0.00%","10","2","1","600"
"0043663224","M","South East","Tin","27","D","London","6","38","1","0.00%","5","1","1","0.01"
"0043665316","U","North","Tin","47","F","Yorkshire","3","30","1","0.00%","5","0","0","0.01"
"0043665804","F","Midlands","Silver","25","C","Midlands","7","62","1","0.00%","9","0","0","5000"
"0043667823","F","North","Silver","","","Yorkshire","3","54","1","0.00%","5","0","0","1600"
"0043668374","F","Midlands","Tin","47","F","Midlands","12","37","1","0.00%","4","1","1","0.01"
"0043672010","F","Midlands","Gold","23","C","Midlands","12","78","1","0.00%","31","0","0","8000"
"0043672525","F","North","Tin","32","D","Yorkshire","14","48","1","0.00%","5","1","1","0.01"
"0043677705","U","Midlands","Silver","19","C","East","10","19","1","0.00%","2","0","0","1000"
"0043685392","F","South East","Gold","34","D","London","8","59","1","0.00%","7","0","0","12106.7"
"0043685899","F","North","Silver","20","C","Yorkshire","4",".","1","0.00%","10","0","0","3000"
"0043688944","F","North","Gold","22","C","N East","6","49","1","0.00%","3","0","0","6000"
"0043690035","M","Midlands","Tin","02","A","Midlands","5","48","1","0.00%","8","0","0","0.01"
"0043691090","M","Midlands","Gold","49","F","East","3","52","1","0.00%","1","0","0","6000"
"0043691619","F","South East","Tin","25","C","London","10","40","1","0.00%","4","1","1","0.01"
"0043696327","U","Midlands","Gold","25","C","Midlands","11","50","1","0.00%","2","0","0","6000"
"0043698370","","Midlands","Silver","53","F","East","5","38","1","0.00%","9","0","0","50.01"
"0043698885","F","South East","Silver","52","F","S & S East","11",".","1","0.00%","3","0","0","3000"
"0043700979","M","South East","Gold","12","B","S & S East","6","64","1","0.00%","5","0","0","6053.35"
"0043701509","","South East","Tin","28","D","London","10","52","1","0.00%","5","0","0","0.01"
"0043703030","M","North","Silver","34","D","N West","6","50","1","0.00%","4","0","0","3000"
"0043707094","","Midlands","Tin","22","C","East","11","47","1","0.00%","5","0","0","0.01"
"0043708163","","North","Tin","47","F","N West","7","56","1","0.00%","5","0","0","0.01"
"0043710702","M","Midlands","Tin","34","D","East","9","38","1","0.00%","8","1","1","0.01"
"0043713779","F","South East","Silver","27","D","S & S East","7","70","1","0.00%","8","0","0","3000"
"0043715844","U","Midlands","Gold","03","A","East","17","63","1","0.00%","1","1","1","6000"
"0043719440","F","South East","Platinum","52","F","London","9","58","1","0.00%","3","1","1","20369.93"
"0043725050","","South East","Silver","07","B","London","11","69","1","0.00%","4","0","0","5000"
"0043725580","F","South East","Gold","17","C","London","11","39","1","0.00%","1","1","1","7229.81"
